fpr,tpr,threshold
0.0,0.0,inf
0.009900990099009901,0.0,5.128910250112826
0.019801980198019802,0.0,5.1012130820332935
0.019801980198019802,0.009900990099009901,5.048602657747026
0.0297029702970297,0.009900990099009901,4.812053729675676
0.0297029702970297,0.019801980198019802,4.671753654943353
0.039603960396039604,0.019801980198019802,4.667943499121018
0.039603960396039604,0.0297029702970297,4.651444167593038
0.07920792079207921,0.0297029702970297,4.467800790765307
0.07920792079207921,0.039603960396039604,4.4412292797401856
0.09900990099009901,0.039603960396039604,4.393310646017989
0.09900990099009901,0.04950495049504951,4.364582344224652
0.1188118811881188,0.04950495049504951,4.34122300528579
0.1188118811881188,0.0594059405940594,4.3037267001185215
0.13861386138613863,0.0594059405940594,4.290018761431951
0.13861386138613863,0.07920792079207921,4.2623212183892285
0.16831683168316833,0.07920792079207921,4.245057469056764
0.16831683168316833,0.0891089108910891,4.242664504163854
0.1782178217821782,0.0891089108910891,4.23815116197316
0.1782178217821782,0.09900990099009901,4.218124783262927
0.21782178217821782,0.09900990099009901,4.208071592894144
0.21782178217821782,0.1188118811881188,4.197843642670531
0.22772277227722773,0.1188118811881188,4.19703906582648
0.22772277227722773,0.13861386138613863,4.19278053384988
0.24752475247524752,0.13861386138613863,4.188396027617667
0.24752475247524752,0.1485148514851485,4.188358188588861
0.25742574257425743,0.1485148514851485,4.180811021913861
0.25742574257425743,0.15841584158415842,4.16403461245443
0.3069306930693069,0.15841584158415842,4.14316705573132
0.3069306930693069,0.19801980198019803,4.1190239813340375
0.33663366336633666,0.19801980198019803,4.0954271109798785
0.33663366336633666,0.2079207920792079,4.092226975996684
0.3465346534653465,0.2079207920792079,4.079357245085354
0.3465346534653465,0.21782178217821782,4.072641704455141
0.3564356435643564,0.21782178217821782,4.07023657356678
0.3564356435643564,0.27722772277227725,4.025519632534012
0.36633663366336633,0.27722772277227725,4.005514510435376
0.36633663366336633,0.2871287128712871,4.004109048279908
0.37623762376237624,0.2871287128712871,3.998945334313659
0.37623762376237624,0.32673267326732675,3.9841961686097607
0.38613861386138615,0.32673267326732675,3.9814955768427276
0.38613861386138615,0.3465346534653465,3.9767638926300357
0.39603960396039606,0.3465346534653465,3.9689313631872434
0.39603960396039606,0.36633663366336633,3.962204476952895
0.43564356435643564,0.36633663366336633,3.9566240384772575
0.43564356435643564,0.37623762376237624,3.9545972052049505
0.44554455445544555,0.37623762376237624,3.952421705539718
0.44554455445544555,0.40594059405940597,3.9463476110155136
0.45544554455445546,0.40594059405940597,3.9454842534111556
0.45544554455445546,0.43564356435643564,3.9406594270342916
0.49504950495049505,0.43564356435643564,3.9246866769577986
0.49504950495049505,0.44554455445544555,3.911718484529176
0.5148514851485149,0.44554455445544555,3.906841974032025
0.5148514851485149,0.46534653465346537,3.8964004376156196
0.5247524752475248,0.46534653465346537,3.891003244273192
0.5247524752475248,0.5247524752475248,3.8610280423760677
0.5346534653465347,0.5247524752475248,3.8567910664499125
0.5346534653465347,0.5346534653465347,3.8553667677092553
0.5544554455445545,0.5346534653465347,3.853178960508451
0.5544554455445545,0.594059405940594,3.7907977838219242
0.594059405940594,0.594059405940594,3.7747102185471553
0.594059405940594,0.6534653465346535,3.7121873443756144
0.6138613861386139,0.6534653465346535,3.6950738898746924
0.6138613861386139,0.6732673267326733,3.6942879435328546
0.6237623762376238,0.6732673267326733,3.6931830439003086
0.6237623762376238,0.7128712871287128,3.6883980160982497
0.6336633663366337,0.7128712871287128,3.678468993645607
0.6336633663366337,0.7524752475247525,3.6554701407740025
0.6435643564356436,0.7524752475247525,3.6415588624955624
0.6435643564356436,0.7920792079207921,3.6341768068238145
0.7128712871287128,0.7920792079207921,3.598875171598844
0.7128712871287128,0.801980198019802,3.5889164577056865
0.7425742574257426,0.801980198019802,3.584626996945229
0.7425742574257426,0.8118811881188119,3.582720862141769
0.7722772277227723,0.8118811881188119,3.5657422874295244
0.7722772277227723,0.8217821782178217,3.565303669968688
0.7821782178217822,0.8217821782178217,3.5589437756844604
0.7821782178217822,0.8514851485148515,3.543755392357837
0.7920792079207921,0.8514851485148515,3.5432725304179793
0.7920792079207921,0.8712871287128713,3.505747243423281
0.801980198019802,0.8712871287128713,3.501031845182112
0.801980198019802,0.8910891089108911,3.4899149927610402
0.8514851485148515,0.8910891089108911,3.4119502108076087
0.8514851485148515,0.9207920792079208,3.363975401446771
0.8613861386138614,0.9207920792079208,3.346314221535233
0.8613861386138614,0.9405940594059405,3.326829875528522
0.9702970297029703,0.9405940594059405,3.133119749080203
0.9702970297029703,0.9603960396039604,3.059577784825456
0.9801980198019802,0.9603960396039604,3.0448186195897593
0.9801980198019802,1.0,3.001784736095751
1.0,1.0,2.970057413834104
