AVG_PAYLOAD,N_SERVERS,N_USER_PORTS,N_ACK,N_SYN,N_FIN,N_PSH,N_RST
33.0,1,1,2,0,0,2,0
15.5,1,1,2,0,0,1,0
679.0,1,1,2,0,0,1,0
1298.0,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
0.0,1,1,2,0,0,0,0
668.5,1,1,2,0,0,1,0
1127.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
35.0,1,1,2,0,0,1,0
95.5,1,1,2,0,0,2,0
19.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
19.5,1,1,2,0,0,1,0
17.5,1,1,2,0,0,1,0
27.0,1,2,2,0,0,2,0
29.5,2,3,2,0,0,1,0
33.0,1,1,2,0,0,1,0
33.0,1,1,2,0,0,2,0
0.0,2,2,2,0,0,0,1
0.0,1,1,1,2,0,0,0
0.0,1,1,2,1,0,0,0
390.5,1,1,2,0,0,1,0
1298.0,1,1,2,0,0,1,0
1070.0,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
37.0,1,1,2,0,0,1,0
535.0,1,1,2,0,0,2,0
15.5,1,1,2,0,0,1,0
1298.0,1,1,2,0,0,1,0
1298.0,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
1258.0,1,1,2,0,0,1,0
201.0,1,1,2,0,0,1,0
96.0,1,1,2,0,0,2,0
19.5,1,1,2,0,0,1,0
19.5,1,1,2,0,0,1,0
17.5,2,2,2,0,0,1,0
15.5,1,1,2,0,0,1,0
32.0,1,1,2,0,0,1,0
649.0,1,1,2,0,0,0,0
668.5,1,1,2,0,0,1,0
649.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
478.5,1,1,2,0,0,1,0
115.0,1,1,2,0,0,2,0
35.0,1,1,2,0,0,2,0
0.0,1,1,2,0,0,0,0
0.0,1,1,2,0,0,0,0
37.0,1,1,2,0,0,2,0
29.5,2,2,2,0,0,1,0
33.0,1,1,2,0,0,1,0
33.0,1,1,2,0,0,2,0
17.5,1,1,2,0,0,1,0
15.5,1,1,2,0,0,1,0
36.5,1,1,1,0,0,1,1
30.0,1,1,2,0,0,1,0
649.0,1,1,2,0,0,0,0
19.5,1,1,2,0,0,1,0
1128.0,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
1298.0,1,1,2,0,0,0,0
0.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
115.5,1,1,2,0,0,2,0
35.0,1,1,2,0,0,2,0
0.0,1,1,2,0,0,0,0
17.5,1,1,2,0,0,1,0
19.5,1,1,2,0,0,1,0
62.5,1,1,2,0,0,2,0
17.5,1,1,2,0,0,1,0
15.5,1,1,2,0,0,1,0
33.0,1,1,2,0,0,2,0
30.0,2,2,2,0,0,1,0
649.0,1,1,2,0,0,0,0
19.5,1,1,2,0,0,1,0
1127.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
649.0,1,1,2,0,0,0,0
35.0,1,1,2,0,0,1,0
95.5,1,1,2,0,0,2,0
19.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
17.5,1,1,2,0,0,1,0
19.5,1,1,2,0,0,1,0
62.5,1,1,2,0,0,2,0
33.0,1,1,2,0,0,1,0
17.5,1,1,2,0,0,1,0
15.5,1,1,2,0,0,1,0
33.0,1,1,2,0,0,2,0
30.0,2,2,2,0,0,1,0
1298.0,1,1,2,0,0,0,0
0.0,1,1,2,0,0,0,0
19.5,1,1,2,0,0,1,0
649.0,1,1,2,0,0,0,0
1298.0,1,1,2,0,0,1,0
478.5,1,1,2,0,0,1,0
35.0,1,1,2,0,0,1,0
95.5,1,1,2,0,0,2,0
19.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
17.5,1,1,2,0,0,1,0
19.5,1,1,2,0,0,1,0
0.0,1,2,1,2,0,0,0
50.0,1,2,2,0,0,1,0
670.0,1,2,2,0,0,0,0
1340.0,1,2,2,0,0,1,0
42.5,1,2,2,0,0,1,0
0.0,1,2,2,0,0,0,0
133.5,1,2,2,0,0,1,0
37.5,1,2,2,0,0,2,0
37.5,1,2,2,0,0,1,0
50.5,1,2,2,0,0,1,0
42.5,1,2,2,0,0,1,0
765.0,1,2,2,0,0,2,0
546.5,1,2,2,0,0,1,0
0.0,2,3,1,1,0,0,0
0.0,1,1,2,1,0,0,0
258.5,1,1,2,0,0,1,0
1298.0,1,1,2,0,0,1,0
948.5,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
32.0,1,1,2,0,0,1,0
337.5,1,1,2,0,0,2,0
15.5,1,1,2,0,0,1,0
276.0,1,1,2,0,0,1,0
81.0,1,1,2,0,0,1,0
184.5,1,1,2,0,0,2,0
64.0,1,1,2,0,0,1,0
0.0,1,1,2,0,0,0,0
19.5,1,1,2,0,0,1,0
42.5,1,2,2,0,0,1,0
26.5,1,2,2,0,1,1,0
0.0,1,2,1,0,1,0,1
29.5,2,3,1,0,0,1,1
66.0,1,1,2,0,0,2,0
17.5,1,1,2,0,0,1,0
15.5,1,1,2,0,0,1,0
33.0,1,1,2,0,0,2,0
15.5,1,1,2,0,0,1,0
