fpr,tpr,threshold
0.0,0.0,inf
0.0,0.009900990099009901,-3.932611977201237
0.009900990099009901,0.009900990099009901,-4.083759618099783
0.009900990099009901,0.0297029702970297,-4.119885630528355
0.019801980198019802,0.0297029702970297,-4.191082486109443
0.019801980198019802,0.0891089108910891,-4.405684300657333
0.0297029702970297,0.0891089108910891,-4.435056193607297
0.0297029702970297,0.1485148514851485,-4.57089357764723
0.039603960396039604,0.1485148514851485,-4.596363430026803
0.039603960396039604,0.27722772277227725,-4.828987145322947
0.06930693069306931,0.27722772277227725,-4.918417728781435
0.06930693069306931,0.297029702970297,-4.95281192295884
0.07920792079207921,0.297029702970297,-4.957713283387898
0.07920792079207921,0.31683168316831684,-5.01534739884847
0.0891089108910891,0.31683168316831684,-5.031692071624239
0.0891089108910891,0.33663366336633666,-5.044066042466776
0.10891089108910891,0.33663366336633666,-5.055886590873462
0.10891089108910891,0.3465346534653465,-5.058667745692233
0.1188118811881188,0.3465346534653465,-5.0961729841004235
0.1188118811881188,0.3564356435643564,-5.117411559299621
0.12871287128712872,0.3564356435643564,-5.118004821869304
0.12871287128712872,0.4158415841584158,-5.203682945113667
0.13861386138613863,0.4158415841584158,-5.210395707350622
0.13861386138613863,0.46534653465346537,-5.30766055327513
0.1485148514851485,0.46534653465346537,-5.329219462588476
0.1485148514851485,0.48514851485148514,-5.3936839176697635
0.15841584158415842,0.48514851485148514,-5.407487412197625
0.15841584158415842,0.5148514851485149,-5.427204733698968
0.16831683168316833,0.5148514851485149,-5.4323545460836655
0.16831683168316833,0.5445544554455446,-5.473262155752081
0.18811881188118812,0.5445544554455446,-5.527684778046139
0.18811881188118812,0.5544554455445545,-5.536932382607003
0.19801980198019803,0.5544554455445545,-5.556195964839684
0.19801980198019803,0.594059405940594,-5.604546574771024
0.2079207920792079,0.594059405940594,-5.607815007335951
0.2079207920792079,0.6237623762376238,-5.641531721079813
0.22772277227722773,0.6237623762376238,-5.658305665618751
0.22772277227722773,0.6435643564356436,-5.71161651483978
0.2376237623762376,0.6435643564356436,-5.712971779635042
0.2376237623762376,0.6534653465346535,-5.743926138798567
0.24752475247524752,0.6534653465346535,-5.744366121051028
0.24752475247524752,0.6732673267326733,-5.8073910189408275
0.25742574257425743,0.6732673267326733,-5.812896978229528
0.25742574257425743,0.693069306930693,-5.82504140510223
0.26732673267326734,0.693069306930693,-5.833790072869975
0.26732673267326734,0.7128712871287128,-5.8698821110334665
0.27722772277227725,0.7128712871287128,-5.870327644979349
0.27722772277227725,0.7227722772277227,-5.87769283888675
0.32673267326732675,0.7227722772277227,-5.943876242375324
0.32673267326732675,0.7524752475247525,-5.978473842339035
0.33663366336633666,0.7524752475247525,-6.004795419629466
0.33663366336633666,0.7623762376237624,-6.006040953708377
0.37623762376237624,0.7623762376237624,-6.031199135832728
0.37623762376237624,0.7821782178217822,-6.059825772273809
0.39603960396039606,0.7821782178217822,-6.107032016436737
0.39603960396039606,0.8118811881188119,-6.120929280405625
0.4158415841584158,0.8118811881188119,-6.141336405712759
0.4158415841584158,0.8217821782178217,-6.153898351137577
0.42574257425742573,0.8217821782178217,-6.176846900432023
0.42574257425742573,0.8415841584158416,-6.197600075815765
0.44554455445544555,0.8415841584158416,-6.215018151656231
0.44554455445544555,0.8514851485148515,-6.215797342622113
0.504950495049505,0.8514851485148515,-6.2888862341028275
0.504950495049505,0.8712871287128713,-6.295895489383901
0.5346534653465347,0.8712871287128713,-6.342302088905045
0.5346534653465347,0.8910891089108911,-6.365858930011328
0.5841584158415841,0.8910891089108911,-6.530183113855886
0.5841584158415841,0.900990099009901,-6.540548501096145
0.6039603960396039,0.900990099009901,-6.561037313438523
0.6039603960396039,0.9108910891089109,-6.564668617054336
0.6435643564356436,0.9108910891089109,-6.602821697352242
0.6435643564356436,0.9207920792079208,-6.636538391761866
0.7623762376237624,0.9207920792079208,-6.836598217458422
0.7623762376237624,0.9405940594059405,-6.849883500296553
0.8118811881188119,0.9405940594059405,-6.93303472082697
0.8118811881188119,0.9504950495049505,-6.946357870921858
0.8514851485148515,0.9504950495049505,-7.065220465228923
0.8514851485148515,0.9801980198019802,-7.196795634956888
0.8613861386138614,0.9801980198019802,-7.221116271699914
0.8613861386138614,0.9900990099009901,-7.3191361227220755
0.8712871287128713,0.9900990099009901,-7.39225748909937
0.8712871287128713,1.0,-7.392770069557928
1.0,1.0,-8.13875825941241
