fpr,tpr,threshold
0.0,0.0,inf
0.0,0.01,0.36764705882352944
0.02,0.01,0.3448275862068966
0.02,0.02,0.29411764705882354
0.04,0.02,0.27586206896551724
0.04,0.06,0.25
0.05,0.06,0.2413793103448276
0.05,0.08,0.22058823529411764
0.09,0.08,0.20689655172413793
0.09,0.11,0.20588235294117646
0.1,0.11,0.1896551724137931
0.1,0.12,0.17647058823529413
0.12,0.12,0.1724137931034483
0.13,0.12,0.14814814814814814
0.13,0.14,0.14705882352941177
0.13,0.15,0.12
0.13,0.17,0.11764705882352941
0.15,0.17,0.10344827586206896
0.15,0.18,0.08823529411764706
1.0,1.0,0.0
