fpr,tpr,threshold
0.0,0.0,inf
0.009900990099009901,0.0,-3.922451377949722
0.009900990099009901,0.13861386138613863,-4.529063013081457
0.019801980198019802,0.13861386138613863,-4.5329972906865414
0.019801980198019802,0.16831683168316833,-4.623025551615671
0.0297029702970297,0.16831683168316833,-4.6356497139555835
0.0297029702970297,0.19801980198019803,-4.667016108319027
0.04950495049504951,0.19801980198019803,-4.738726896618056
0.04950495049504951,0.27722772277227725,-4.828987145322947
0.06930693069306931,0.27722772277227725,-4.94549000112406
0.06930693069306931,0.297029702970297,-4.95281192295884
0.0891089108910891,0.297029702970297,-4.989741315649143
0.0891089108910891,0.31683168316831684,-5.01534739884847
0.09900990099009901,0.31683168316831684,-5.037981983523646
0.09900990099009901,0.40594059405940597,-5.173867988847007
0.10891089108910891,0.40594059405940597,-5.176559665535477
0.10891089108910891,0.48514851485148514,-5.3936839176697635
0.1188118811881188,0.48514851485148514,-5.404511567516374
0.1188118811881188,0.5247524752475248,-5.43454860909569
0.12871287128712872,0.5247524752475248,-5.450006071858256
0.12871287128712872,0.5346534653465347,-5.450955732395513
0.13861386138613863,0.5346534653465347,-5.455178383081671
0.13861386138613863,0.5445544554455446,-5.473262155752081
0.1485148514851485,0.5445544554455446,-5.490442649882256
0.1485148514851485,0.5544554455445545,-5.536932382607003
0.15841584158415842,0.5544554455445545,-5.565176118823378
0.15841584158415842,0.5643564356435643,-5.5741104223872115
0.16831683168316833,0.5643564356435643,-5.574281252254273
0.16831683168316833,0.594059405940594,-5.604546574771024
0.1782178217821782,0.594059405940594,-5.609217456784936
0.1782178217821782,0.6237623762376238,-5.641531721079813
0.18811881188118812,0.6237623762376238,-5.645930716406042
0.18811881188118812,0.6336633663366337,-5.703225680771881
0.19801980198019803,0.6336633663366337,-5.705055345257721
0.19801980198019803,0.6633663366336634,-5.749977366167965
0.21782178217821782,0.6633663366336634,-5.799157750804582
0.21782178217821782,0.6732673267326733,-5.8073910189408275
0.22772277227722773,0.6732673267326733,-5.816265439962839
0.22772277227722773,0.693069306930693,-5.82504140510223
0.2376237623762376,0.693069306930693,-5.836354868649919
0.2376237623762376,0.7227722772277227,-5.87769283888675
0.2871287128712871,0.7227722772277227,-5.968990187130502
0.2871287128712871,0.7524752475247525,-5.978473842339035
0.3069306930693069,0.7524752475247525,-6.003704339265056
0.3069306930693069,0.7623762376237624,-6.006040953708377
0.31683168316831684,0.7623762376237624,-6.04611408284094
0.31683168316831684,0.7821782178217822,-6.059825772273809
0.3465346534653465,0.7821782178217822,-6.078439156759871
0.3465346534653465,0.8415841584158416,-6.197600075815765
0.36633663366336633,0.8415841584158416,-6.2130585284162825
0.36633663366336633,0.8514851485148515,-6.215797342622113
0.38613861386138615,0.8514851485148515,-6.28776652413261
0.38613861386138615,0.8712871287128713,-6.295895489383901
0.40594059405940597,0.8712871287128713,-6.336130200263689
0.40594059405940597,0.8811881188118812,-6.3501014212368
0.4158415841584158,0.8811881188118812,-6.356639665250105
0.4158415841584158,0.8910891089108911,-6.365858930011328
0.49504950495049505,0.8910891089108911,-6.533404116774507
0.49504950495049505,0.9108910891089109,-6.564668617054336
0.504950495049505,0.9108910891089109,-6.58980957468311
0.504950495049505,0.9207920792079208,-6.636538391761866
0.594059405940594,0.9207920792079208,-6.8381302157447905
0.594059405940594,0.9405940594059405,-6.849883500296553
0.6831683168316832,0.9405940594059405,-6.921045082546978
0.6831683168316832,0.9504950495049505,-6.946357870921858
0.7524752475247525,0.9504950495049505,-7.096452668271417
0.7524752475247525,0.9603960396039604,-7.100772246474064
0.7623762376237624,0.9603960396039604,-7.113808694746203
0.7623762376237624,0.9702970297029703,-7.1173851380134066
0.801980198019802,0.9702970297029703,-7.156194576771869
0.801980198019802,0.9801980198019802,-7.196795634956888
0.8217821782178217,0.9801980198019802,-7.309992639870698
0.8217821782178217,0.9900990099009901,-7.3191361227220755
0.8811881188118812,0.9900990099009901,-7.388175293633473
0.8811881188118812,1.0,-7.392770069557928
1.0,1.0,-7.93325514999175
