AVG_PAYLOAD,N_SERVERS,N_USER_PORTS,N_ACK,N_SYN,N_FIN,N_PSH,N_RST
24.25,1,1,4,0,0,3,0
988.5,1,1,4,0,0,2,0
0.0,1,1,4,0,0,0,0
898.0,1,1,4,0,0,2,0
17.5,1,1,4,0,0,1,0
57.5,1,1,4,0,0,3,0
9.75,1,1,4,0,0,1,0
22.25,2,3,4,0,0,3,0
31.25,2,3,4,0,0,2,0
16.5,2,2,4,0,0,2,1
0.0,1,1,3,3,0,0,0
844.25,1,1,4,0,0,2,0
535.0,1,1,4,0,0,1,0
286.0,1,1,4,0,0,3,0
656.75,1,1,4,0,0,2,0
649.0,1,1,4,0,0,1,0
729.5,1,1,4,0,0,2,0
57.75,1,1,4,0,0,3,0
18.5,2,2,4,0,0,2,0
23.75,2,2,4,0,0,2,0
658.75,1,1,4,0,0,1,0
649.0,1,1,4,0,0,0,0
563.75,1,1,4,0,0,1,0
75.0,1,1,4,0,0,4,0
0.0,1,1,4,0,0,0,0
33.25,2,2,4,0,0,3,0
33.0,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
33.25,2,2,3,0,0,2,1
334.25,1,1,4,0,0,1,0
564.0,1,1,4,0,0,1,0
649.0,1,1,4,0,0,0,0
382.25,1,1,4,0,0,2,0
17.5,1,1,4,0,0,2,0
18.5,1,1,4,0,0,2,0
40.0,1,1,4,0,0,3,0
24.25,1,1,4,0,0,3,0
339.5,2,2,4,0,0,1,0
573.5,1,1,4,0,0,2,0
324.5,1,1,4,0,0,0,0
649.0,1,1,4,0,0,0,0
65.25,1,1,4,0,0,3,0
9.75,1,1,4,0,0,1,0
18.5,1,1,4,0,0,2,0
47.75,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
31.5,2,2,4,0,0,3,0
649.0,1,1,4,0,0,0,0
334.25,1,1,4,0,0,1,0
888.25,1,1,4,0,0,2,0
65.25,1,1,4,0,0,3,0
9.75,1,1,4,0,0,1,0
18.5,1,1,4,0,0,2,0
25.0,1,2,3,2,0,1,0
1005.0,1,2,4,0,0,1,0
21.25,1,2,4,0,0,1,0
85.5,1,2,4,0,0,3,0
44.0,1,2,4,0,0,2,0
403.75,1,2,4,0,0,3,0
273.25,2,3,3,1,0,1,0
129.25,1,1,4,1,0,1,0
1123.25,1,1,4,0,0,2,0
16.0,1,1,4,0,0,1,0
176.5,1,1,4,0,0,3,0
178.5,1,1,4,0,0,2,0
124.25,1,1,4,0,0,3,0
9.75,1,1,4,0,0,1,0
34.5,1,2,4,0,1,2,0
14.75,2,3,2,0,1,1,2
41.75,1,1,4,0,0,3,0
24.25,1,1,4,0,0,3,0
22.5,1,1,4,0,0,2,0
64.25,1,1,4,0,0,4,0
16.5,1,1,4,0,0,2,0
340.5,2,2,4,0,0,1,0
249.5,1,1,4,0,0,2,0
649.0,1,1,4,0,0,0,0
649.0,1,1,4,0,0,0,0
65.5,1,1,4,0,0,3,0
9.75,1,1,4,0,0,1,0
18.5,1,1,4,0,0,2,0
34.75,2,2,4,0,0,3,0
36.5,1,1,4,0,1,2,0
23.75,1,1,4,0,0,2,0
6.0,1,1,2,0,2,1,2
31.25,2,2,3,0,0,2,1
25.25,1,1,4,0,0,3,0
21.25,2,3,4,0,0,3,0
28.0,2,3,4,0,0,3,0
19.5,1,2,4,0,0,3,0
0.0,1,1,3,3,0,0,0
210.0,2,2,4,0,0,2,0
130.75,2,2,4,0,0,3,0
334.5,2,2,4,0,0,3,0
1298.0,1,1,4,0,0,2,0
562.25,1,1,4,0,0,2,0
100.5,1,1,4,0,0,1,0
57.75,1,1,4,0,0,3,0
7.75,1,1,4,0,0,1,0
9.75,1,1,4,0,0,1,0
16.5,2,2,4,0,0,2,0
31.25,1,1,4,0,0,3,0
33.0,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
450.5,1,1,4,0,0,4,0
48.0,1,1,2,0,0,2,2
18.25,2,2,1,0,0,1,3
31.25,2,2,4,0,2,2,0
16.5,2,2,4,0,0,2,0
16.5,1,1,4,0,0,2,0
40.0,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
24.25,1,1,4,0,0,3,0
31.25,1,1,4,0,0,2,0
24.25,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
22.5,1,1,4,0,0,2,0
33.0,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
0.0,3,3,4,0,2,0,1
31.25,2,2,4,0,1,2,0
16.5,1,1,4,0,0,2,0
24.25,1,1,4,0,0,3,0
17.5,1,1,4,0,0,1,0
21.25,2,3,4,0,0,3,0
0.0,2,4,2,3,0,0,0
0.0,1,2,2,3,0,0,0
390.5,1,2,4,1,0,2,0
324.5,1,2,4,1,0,0,0
1184.5,1,2,4,0,0,2,0
859.5,1,1,4,0,0,2,0
0.0,1,2,4,0,0,0,0
0.0,1,2,4,0,1,0,0
434.5,1,1,4,0,0,3,0
992.0,1,2,4,0,0,3,0
554.25,1,2,4,0,0,1,0
243.0,1,2,4,0,0,1,0
351.25,1,2,4,0,1,3,0
57.5,1,1,4,0,0,3,0
7.75,1,2,2,0,0,1,2
0.0,1,1,4,0,0,0,0
18.5,2,2,4,0,0,2,0
39.0,1,1,4,0,0,3,0
24.25,1,1,4,0,0,3,0
7.75,1,1,4,0,0,1,0
55.75,1,1,4,0,0,2,0
33.5,1,1,4,0,0,3,0
26.0,2,2,4,0,0,2,0
18.25,1,1,4,0,2,1,0
16.5,2,2,4,0,0,2,0
40.0,1,1,4,0,0,3,0
24.25,1,1,4,0,0,3,0
31.25,1,1,4,0,0,2,0
25.25,1,1,4,0,0,3,0
39.0,1,1,4,0,0,3,0
16.5,1,1,4,0,0,2,0
195.25,1,1,3,2,0,1,0
114.25,1,1,4,0,0,2,0
259.5,2,2,4,0,0,3,0
